Temperatura (°C),pH,Oxígeno Disuelto (mg/L),Turbidez (NTU),Conductividad (uS/cm)
21.31,8.2538,2.09,122.3575038,1322.304696
21.31,8.2538,2.09,122.3575038,1322.304696
21.31,8.2538,2.09,122.3575038,1322.304696
21.31,8.2538,2.05,122.3575038,1313.604223
21.31,8.2538,2.01,122.3575038,1322.304696
21.25,8.15544,2.01,122.3575038,1322.304696
21.31,8.2538,2.01,122.3575038,1313.604223
21.31,8.15544,2.01,120.0637134,1313.604223
21.31,8.15544,1.97,120.0637134,1322.304696
21.31,8.15544,1.97,120.0637134,1322.304696
21.31,8.2538,1.97,120.0637134,1322.304696
21.31,8.15544,1.92,117.2205772,1322.304696
21.31,8.15544,1.97,120.0637134,1322.304696
21.31,8.15544,1.92,120.0637134,1331.022424
21.31,8.15544,1.92,120.0637134,1322.304696
21.31,8.15544,1.92,120.0637134,1322.304696
21.31,8.15544,1.88,120.0637134,1331.022424
21.31,8.15544,1.88,122.3575038,1322.304696
21.31,8.15544,1.88,120.0637134,1322.304696
21.31,8.15544,1.92,120.0637134,1331.022424
21.31,8.05708,1.88,120.0637134,1331.022424
21.31,8.05708,1.88,120.0637134,1322.304696
21.31,8.05708,1.88,122.3575038,1322.304696
21.31,8.05708,1.88,117.2205772,1322.304696
21.31,8.15544,1.88,117.2205772,1331.022424
21.31,8.15544,1.84,120.0637134,1322.304696
21.31,8.05708,1.84,120.0637134,1331.022424
21.31,8.05708,1.84,120.0637134,1322.304696
21.31,8.05708,1.84,117.2205772,1322.304696
21.31,8.05708,1.84,117.2205772,1331.022424
21.31,8.05708,1.84,120.0637134,1322.304696
21.31,8.05708,1.8,117.2205772,1322.304696
21.31,8.05708,1.84,120.0637134,1322.304696
21.31,8.05708,1.88,120.0637134,1331.022424
21.31,8.05708,1.84,122.3575038,1322.304696
21.31,8.05708,1.8,117.2205772,1322.304696
21.31,8.05708,1.84,120.0637134,1322.304696
21.31,8.05708,1.84,122.3575038,1313.604223
21.31,8.05708,1.8,120.0637134,1331.022424
21.37,8.05708,1.84,120.0637134,1331.022424
21.37,8.05708,1.84,117.2205772,1322.304696
21.31,8.05708,1.8,122.3575038,1322.304696
21.31,8.05708,1.8,120.0637134,1322.304696
21.31,8.05708,1.8,117.2205772,1322.304696
21.31,8.05708,1.8,122.3575038,1322.304696
21.31,8.05708,1.8,120.0637134,1322.304696
21.37,8.05708,1.8,120.0637134,1313.604223
21.31,7.95872,1.75,120.0637134,1322.304696
21.31,8.05708,1.75,120.0637134,1322.304696
21.31,8.05708,1.75,120.0637134,1322.304696
21.31,8.05708,1.8,117.2205772,1331.022424
21.31,8.05708,1.8,120.0637134,1322.304696
21.31,8.05708,1.8,120.0637134,1313.604223
21.31,7.95872,1.8,120.0637134,1313.604223
21.31,7.95872,1.8,117.2205772,1322.304696
21.31,7.95872,1.75,117.2205772,1331.022424
21.31,7.95872,1.75,117.2205772,1322.304696
21.31,8.05708,1.8,120.0637134,1322.304696
21.37,8.05708,1.8,122.3575038,1331.022424
21.31,7.95872,1.75,117.2205772,1322.304696
21.31,7.95872,1.8,120.0637134,1322.304696
21.31,7.95872,1.75,120.0637134,1322.304696
21.37,7.95872,1.75,117.2205772,1322.304696
21.37,7.95872,1.8,120.0637134,1331.022424
21.31,7.95872,1.75,120.0637134,1322.304696
21.31,7.95872,1.8,120.0637134,1313.604223
21.31,7.95872,1.75,120.0637134,1313.604223
21.37,7.95872,1.75,120.0637134,1322.304696
21.37,7.95872,1.75,117.2205772,1313.604223
21.37,7.95872,1.75,120.0637134,1322.304696
21.37,7.95872,1.75,120.0637134,1331.022424
21.31,7.95872,1.75,120.0637134,1322.304696
21.31,7.95872,1.75,117.2205772,1322.304696
21.37,7.95872,1.8,117.2205772,1322.304696
21.37,7.95872,1.75,120.0637134,1322.304696
21.37,7.95872,1.75,120.0637134,1313.604223
21.37,7.95872,1.75,120.0637134,1331.022424
21.37,7.95872,1.75,117.2205772,1322.304696
21.37,7.95872,1.71,117.2205772,1322.304696
21.37,7.95872,1.67,120.0637134,1331.022424
21.37,7.95872,1.75,117.2205772,1322.304696
21.37,7.95872,1.71,117.2205772,1313.604223
21.37,7.95872,1.71,120.0637134,1322.304696
21.37,7.95872,1.75,120.0637134,1322.304696
21.37,7.95872,1.67,122.3575038,1322.304696
21.31,7.95872,1.71,120.0637134,1322.304696
21.37,7.95872,1.71,122.3575038,1322.304696
21.37,7.95872,1.71,120.0637134,1322.304696
21.31,7.95872,1.71,120.0637134,1322.304696
21.37,7.95872,1.71,122.3575038,1313.604223
21.37,7.95872,1.71,117.2205772,1322.304696
21.31,7.95872,1.71,117.2205772,1322.304696
21.31,7.95872,1.67,120.0637134,1313.604223
21.37,7.95872,1.71,120.0637134,1322.304696
21.37,7.95872,1.71,117.2205772,1322.304696
21.37,7.95872,1.71,117.2205772,1322.304696
21.37,7.95872,1.71,120.0637134,1322.304696
21.31,7.95872,1.71,120.0637134,1322.304696
21.31,7.95872,1.71,122.3575038,1313.604223
21.31,7.86036,1.71,120.0637134,1322.304696
21.37,7.86036,1.71,120.0637134,1331.022424
21.37,7.95872,1.67,120.0637134,1331.022424
21.37,7.95872,1.67,122.3575038,1322.304696
21.37,7.95872,1.71,122.3575038,1331.022424
21.37,7.95872,1.71,117.2205772,1313.604223
21.37,7.86036,1.67,120.0637134,1331.022424
21.37,7.95872,1.67,117.2205772,1322.304696
21.37,7.95872,1.67,120.0637134,1322.304696
21.37,7.95872,1.67,120.0637134,1313.604223
21.37,7.95872,1.71,122.3575038,1322.304696
21.37,7.95872,1.71,117.2205772,1331.022424
21.37,7.95872,1.71,120.0637134,1322.304696
21.37,7.86036,1.67,122.3575038,1313.604223
21.31,7.95872,1.67,120.0637134,1322.304696
21.37,7.86036,1.67,122.3575038,1313.604223
21.37,7.95872,1.71,120.0637134,1322.304696
21.31,7.95872,1.67,120.0637134,1331.022424
21.31,7.95872,1.71,120.0637134,1331.022424
21.37,7.86036,1.71,122.3575038,1331.022424
21.37,7.86036,1.67,122.3575038,1313.604223
21.37,7.95872,1.71,120.0637134,1322.304696
21.37,7.95872,1.71,120.0637134,1331.022424
21.37,7.95872,1.71,122.3575038,1331.022424
21.37,7.86036,1.71,120.0637134,1313.604223
21.37,7.95872,1.67,120.0637134,1322.304696
21.37,7.86036,1.67,122.3575038,1322.304696
21.37,7.86036,1.67,120.0637134,1322.304696
21.37,7.95872,1.71,122.3575038,1313.604223
21.31,7.86036,1.67,120.0637134,1322.304696
21.31,7.95872,1.67,122.3575038,1313.604223
21.37,7.95872,1.71,120.0637134,1322.304696
21.37,7.95872,1.71,120.0637134,1322.304696
21.31,7.95872,1.71,120.0637134,1322.304696
21.37,7.95872,1.71,122.3575038,1313.604223
21.37,7.95872,1.71,122.3575038,1322.304696
21.37,7.86036,1.67,122.3575038,1331.022424
21.37,7.95872,1.67,120.0637134,1313.604223
21.37,7.95872,1.67,120.0637134,1322.304696
21.37,7.86036,1.62,122.3575038,1322.304696
21.31,7.95872,1.62,122.3575038,1322.304696
21.37,7.86036,1.62,120.0637134,1313.604223
21.31,7.86036,1.67,120.0637134,1313.604223
21.37,7.86036,1.67,114.4042211,1322.304696
21.37,7.86036,1.62,108.8518487,1322.304696
21.37,7.95872,1.67,108.8518487,1322.304696
21.37,7.86036,1.62,108.8518487,1322.304696
21.31,7.86036,1.67,111.6146449,1313.604223
21.31,7.86036,1.62,111.6146449,1331.022424
21.37,7.86036,1.62,111.6146449,1322.304696
21.37,7.86036,1.67,108.8518487,1322.304696
21.37,7.86036,1.67,111.6146449,1322.304696
21.31,7.86036,1.62,111.6146449,1331.022424
21.37,7.86036,1.67,114.4042211,1313.604223
21.31,7.86036,1.67,120.0637134,1322.304696
21.37,7.86036,1.67,122.3575038,1322.304696
21.37,7.86036,1.62,122.3575038,1313.604223
21.37,7.86036,1.62,120.0637134,1322.304696
21.31,7.95872,1.67,120.0637134,1322.304696
21.37,7.95872,1.67,122.3575038,1322.304696
21.31,7.86036,1.67,120.0637134,1313.604223
21.37,7.86036,1.67,122.3575038,1313.604223
21.31,7.86036,1.67,122.3575038,1313.604223
21.37,7.95872,1.67,120.0637134,1322.304696
21.37,7.95872,1.67,122.3575038,1322.304696
21.37,7.86036,1.62,122.3575038,1331.022424
21.37,7.86036,1.67,122.3575038,1322.304696
21.37,7.86036,1.67,125.2488439,1331.022424
21.31,7.86036,1.67,120.0637134,1322.304696
21.31,7.95872,1.67,122.3575038,1322.304696
21.31,7.86036,1.67,120.0637134,1322.304696
21.37,7.86036,1.62,120.0637134,1322.304696
21.37,7.86036,1.67,120.0637134,1331.022424
21.37,7.86036,1.67,120.0637134,1322.304696
21.37,7.86036,1.62,122.3575038,1322.304696
21.37,7.86036,1.67,120.0637134,1322.304696
21.37,7.86036,1.67,122.3575038,1331.022424
21.31,7.86036,1.67,122.3575038,1313.604223
21.37,7.86036,1.62,122.3575038,1322.304696
21.37,7.86036,1.62,120.0637134,1313.604223
21.37,7.86036,1.62,122.3575038,1322.304696
21.31,7.86036,1.67,122.3575038,1313.604223
21.37,7.95872,1.67,122.3575038,1331.022424
21.37,7.86036,1.67,120.0637134,1331.022424
21.31,7.86036,1.71,122.3575038,1322.304696
21.37,7.86036,1.71,122.3575038,1313.604223
21.37,7.86036,1.67,122.3575038,1331.022424
21.37,7.86036,1.71,122.3575038,1322.304696
21.31,7.86036,1.67,122.3575038,1313.604223
21.37,7.86036,1.67,120.0637134,1313.604223
21.37,7.86036,1.67,122.3575038,1322.304696
21.31,7.86036,1.71,120.0637134,1322.304696
21.37,7.86036,1.67,120.0637134,1313.604223
21.37,7.86036,1.67,120.0637134,1331.022424
21.31,7.86036,1.67,120.0637134,1322.304696
21.37,7.86036,1.71,122.3575038,1322.304696
21.37,7.86036,1.67,120.0637134,1322.304696
21.37,7.86036,1.67,122.3575038,1313.604223
21.37,7.86036,1.67,120.0637134,1322.304696
21.37,7.86036,1.71,120.0637134,1313.604223
21.37,7.86036,1.67,122.3575038,1313.604223
21.37,7.86036,1.75,122.3575038,1322.304696
21.37,7.86036,1.67,122.3575038,1331.022424
21.37,7.86036,1.71,120.0637134,1331.022424
21.31,7.86036,1.67,120.0637134,1322.304696
21.37,7.86036,1.71,120.0637134,1322.304696
21.31,7.86036,1.67,155.0011729,1313.604223
21.37,7.86036,1.67,155.0011729,1322.304696
21.37,7.86036,1.67,151.8473891,1322.304696
21.37,7.86036,1.71,155.0011729,1322.304696
21.37,7.86036,1.67,151.8473891,1322.304696
21.37,7.86036,1.71,155.0011729,1322.304696
21.37,7.86036,1.67,151.8473891,1313.604223
21.31,7.86036,1.71,155.0011729,1322.304696
21.37,7.86036,1.71,151.8473891,1331.022424
25.12,7.95872,2.1,155.0011729,1322.304696
25.12,7.86036,1.92,151.8473891,1322.304696
25.12,7.95872,1.82,155.0011729,1322.304696
25.12,7.95872,1.7,155.0011729,1322.304696
25.12,7.86036,1.62,151.8473891,1322.304696
25.12,7.95872,1.56,155.0011729,1322.304696
25.19,7.86036,1.51,155.0011729,1322.304696
25.19,7.86036,1.43,155.0011729,1331.022424
25.19,7.86036,1.39,155.0011729,1322.304696
25.12,7.86036,1.37,151.8473891,1322.304696
25.19,7.95872,1.32,151.8473891,1331.022424
25.19,7.86036,1.24,151.8473891,1322.304696
25.19,7.86036,1.2,155.0011729,1322.304696
25.19,7.86036,1.16,155.0011729,1331.022424
25.19,7.86036,1.17,151.8473891,1322.304696
25.19,7.86036,1.13,155.0011729,1322.304696
25.19,7.86036,1.17,155.0011729,1322.304696
25.19,7.86036,1.17,155.0011729,1322.304696
25.25,7.86036,1.38,155.0011729,1322.304696
25.25,7.86036,1.42,151.8473891,1322.304696
25.25,7.86036,1.55,155.0011729,1331.022424
25.25,7.86036,1.67,151.8473891,1331.022424
25.25,7.86036,1.8,151.8473891,1322.304696
25.19,7.86036,1.71,155.0011729,1322.304696
25.25,7.86036,1.71,151.8473891,1322.304696
25.25,7.86036,1.73,134.083544,1322.304696
25.25,7.86036,1.73,128.166964,1322.304696
25.25,7.86036,1.73,128.166964,1322.304696
25.25,7.86036,1.78,128.166964,1322.304696
25.25,7.86036,1.82,140.1072439,1331.022424
25.25,7.86036,1.78,148.7203853,1313.604223
25.25,7.86036,1.78,140.1072439,1322.304696
25.25,7.86036,1.78,143.1592638,1322.304696
25.25,7.86036,1.78,143.1592638,1322.304696
25.25,7.86036,1.82,143.1592638,1313.604223
25.31,7.762,1.78,143.1592638,1331.022424
25.31,7.86036,1.78,145.6201614,1322.304696
25.31,7.86036,1.78,143.1592638,1331.022424
25.31,7.86036,1.69,137.082004,1313.604223
25.31,7.86036,1.69,151.8473891,1331.022424
25.31,7.86036,1.69,148.7203853,1322.304696
25.31,7.86036,1.69,145.6201614,1322.304696
25.31,7.86036,1.65,131.111864,1322.304696
25.31,7.86036,1.69,131.111864,1331.022424
25.31,7.86036,1.69,128.166964,1313.604223
25.31,7.86036,1.65,143.1592638,1331.022424
25.31,7.762,1.69,145.6201614,1322.304696
25.31,7.86036,1.69,148.7203853,1322.304696
25.31,7.86036,1.65,145.6201614,1322.304696
25.31,7.762,1.69,148.7203853,1331.022424
25.31,7.86036,1.69,151.8473891,1331.022424
25.31,7.86036,1.69,151.8473891,1322.304696
25.31,7.86036,1.69,151.8473891,1331.022424
25.31,7.86036,1.69,151.8473891,1313.604223
25.31,7.86036,1.69,155.0011729,1322.304696
25.37,7.86036,1.69,155.0011729,1331.022424
25.31,7.762,1.73,155.0011729,1322.304696
25.31,7.86036,1.69,151.8473891,1331.022424
25.31,7.86036,1.73,155.0011729,1322.304696
25.37,7.762,1.69,151.8473891,1331.022424
25.31,7.86036,1.73,151.8473891,1322.304696
25.31,7.762,1.73,151.8473891,1331.022424
25.31,7.86036,1.69,155.0011729,1322.304696
25.31,7.762,1.69,151.8473891,1322.304696
25.31,7.762,1.69,155.0011729,1322.304696
25.31,7.762,1.73,148.7203853,1331.022424
25.37,7.762,1.78,148.7203853,1322.304696
25.37,7.762,1.78,148.7203853,1322.304696
25.31,7.762,1.78,148.7203853,1322.304696
25.37,7.762,1.78,145.6201614,1331.022424
25.37,7.86036,1.82,148.7203853,1331.022424
25.37,7.762,1.78,148.7203853,1331.022424
25.37,7.762,1.78,143.1592638,1322.304696
25.37,7.762,1.78,148.7203853,1322.304696
25.37,7.762,1.78,151.8473891,1331.022424
25.37,7.762,1.73,148.7203853,1322.304696
25.37,7.762,1.82,143.1592638,1322.304696
25.37,7.86036,1.82,140.1072439,1331.022424
25.37,7.762,1.78,143.1592638,1322.304696
25.37,7.762,1.78,140.1072439,1331.022424
25.37,7.86036,1.78,140.1072439,1322.304696
25.37,7.762,1.78,140.1072439,1331.022424
25.37,7.762,1.78,140.1072439,1322.304696
25.37,7.762,1.78,137.082004,1331.022424
25.44,7.762,1.78,140.1072439,1331.022424
25.44,7.762,1.73,145.6201614,1313.604223
25.44,7.762,1.78,145.6201614,1322.304696
25.44,7.762,1.78,155.0011729,1331.022424
25.44,7.762,1.78,155.0011729,1331.022424
25.44,7.762,1.73,151.8473891,1322.304696
25.44,7.762,1.73,151.8473891,1331.022424
25.44,7.762,1.73,134.083544,1322.304696
25.44,7.762,1.78,145.6201614,1322.304696
25.44,7.762,1.78,155.0011729,1331.022424
25.44,7.762,1.78,151.8473891,1322.304696
25.44,7.762,1.78,155.0011729,1331.022424
25.44,7.762,1.73,155.0011729,1322.304696
25.44,7.762,1.78,155.0011729,1331.022424
25.5,7.762,1.78,155.0011729,1331.022424
25.5,7.762,1.73,155.0011729,1322.304696
25.5,7.762,1.73,158.1817367,1322.304696
25.44,7.762,1.78,155.0011729,1322.304696
25.5,7.66364,1.73,151.8473891,1331.022424
25.5,7.762,1.73,158.1817367,1322.304696
25.5,7.762,1.78,151.8473891,1322.304696
25.5,7.762,1.78,155.0011729,1322.304696
25.5,7.762,1.73,155.0011729,1331.022424
25.5,7.762,1.73,158.1817367,1322.304696
25.5,7.762,1.78,155.0011729,1322.304696
25.5,7.762,1.78,151.8473891,1322.304696
25.5,7.762,1.73,151.8473891,1322.304696
25.5,7.762,1.73,151.8473891,1313.604223
25.5,7.762,1.73,155.0011729,1322.304696
25.5,7.762,1.78,155.0011729,1331.022424
25.5,7.762,1.73,155.0011729,1322.304696
25.5,7.762,1.73,151.8473891,1331.022424
25.5,7.762,1.73,155.0011729,1331.022424
25.56,7.762,1.69,151.8473891,1331.022424
25.56,7.762,1.73,151.8473891,1331.022424
25.56,7.762,1.73,151.8473891,1313.604223
25.56,7.762,1.73,151.8473891,1322.304696
25.56,7.762,1.69,151.8473891,1331.022424
25.56,7.762,1.73,155.0011729,1322.304696
25.56,7.762,1.73,151.8473891,1331.022424
25.56,7.762,1.78,151.8473891,1322.304696
25.56,7.762,1.69,155.0011729,1331.022424
25.56,7.762,1.73,151.8473891,1322.304696
25.62,7.762,1.73,155.0011729,1313.604223
25.62,7.762,1.73,151.8473891,1322.304696
25.62,7.762,1.69,151.8473891,1322.304696
25.62,7.762,1.73,151.8473891,1331.022424
25.62,7.762,1.78,155.0011729,1331.022424
25.62,7.762,1.78,151.8473891,1331.022424
25.62,7.762,1.73,158.1817367,1322.304696
25.62,7.762,1.73,151.8473891,1322.304696
25.62,7.762,1.73,155.0011729,1331.022424
25.69,7.762,1.73,158.1817367,1331.022424
25.69,7.762,1.73,155.0011729,1331.022424
25.69,7.762,1.69,158.1817367,1331.022424
25.69,7.762,1.73,155.0011729,1322.304696
25.69,7.762,1.73,155.0011729,1331.022424
25.69,7.762,1.73,151.8473891,1322.304696
25.69,7.762,1.73,151.8473891,1331.022424
25.69,7.762,1.73,151.8473891,1322.304696
25.69,7.762,1.73,151.8473891,1313.604223
25.75,7.762,1.73,155.0011729,1331.022424
25.75,7.762,1.69,155.0011729,1313.604223
25.69,7.762,1.69,155.0011729,1322.304696
25.75,7.762,1.73,155.0011729,1322.304696
25.75,7.762,1.69,151.8473891,1322.304696
25.75,7.762,1.73,155.0011729,1322.304696
25.75,7.762,1.73,151.8473891,1322.304696
25.75,7.66364,1.78,155.0011729,1322.304696
25.75,7.762,1.73,148.7203853,1331.022424
25.75,7.762,1.69,151.8473891,1313.604223
25.75,7.762,1.73,151.8473891,1322.304696
25.75,7.762,1.73,155.0011729,1331.022424
25.75,7.762,1.73,155.0011729,1331.022424
25.75,7.66364,1.78,155.0011729,1331.022424
25.75,7.66364,1.78,155.0011729,1322.304696
25.75,7.762,1.73,155.0011729,1322.304696
25.75,7.762,1.69,151.8473891,1322.304696
25.81,7.762,1.73,151.8473891,1322.304696
25.75,7.762,1.78,155.0011729,1322.304696
25.75,7.66364,1.73,155.0011729,1322.304696
25.81,7.66364,1.73,155.0011729,1322.304696
25.81,7.762,1.73,155.0011729,1322.304696
25.81,7.66364,1.73,155.0011729,1322.304696
25.75,7.762,1.67,155.0011729,1331.022424
25.75,7.66364,1.67,155.0011729,1322.304696
25.81,7.762,1.71,155.0011729,1322.304696
25.75,7.762,1.67,151.8473891,1322.304696
25.75,7.762,1.71,151.8473891,1331.022424
25.75,7.762,1.67,155.0011729,1322.304696
25.75,7.762,1.67,151.8473891,1331.022424
25.75,7.66364,1.67,155.0011729,1322.304696
25.69,7.66364,1.67,151.8473891,1331.022424
25.75,7.762,1.67,151.8473891,1331.022424
25.69,7.762,1.67,155.0011729,1331.022424
25.69,7.762,1.67,151.8473891,1313.604223
25.69,7.66364,1.67,151.8473891,1313.604223
25.75,7.762,1.71,155.0011729,1313.604223
25.69,7.762,1.67,155.0011729,1322.304696
25.69,7.762,1.71,151.8473891,1331.022424
25.75,7.762,1.67,155.0011729,1322.304696
25.75,7.66364,1.71,151.8473891,1322.304696
25.75,7.762,1.67,155.0011729,1322.304696
25.75,7.762,1.71,155.0011729,1331.022424
25.75,7.762,1.67,151.8473891,1331.022424
25.75,7.762,1.67,155.0011729,1322.304696
25.75,7.66364,1.71,151.8473891,1313.604223
25.75,7.66364,1.67,151.8473891,1322.304696
25.81,7.762,1.67,151.8473891,1322.304696
25.81,7.66364,1.71,151.8473891,1331.022424
25.81,7.66364,1.67,151.8473891,1322.304696
25.81,7.762,1.63,155.0011729,1322.304696
25.81,7.762,1.71,155.0011729,1322.304696
25.81,7.66364,1.67,155.0011729,1322.304696
25.81,7.66364,1.67,155.0011729,1331.022424
25.87,7.66364,1.71,151.8473891,1313.604223
25.81,7.66364,1.67,155.0011729,1322.304696
22.12,5.24,1.86,158.1817367,1304.95659
22.19,5.24,1.86,155.0011729,1304.95659
22.19,5.19,1.86,155.0011729,1304.95659
22.12,5.19,1.86,151.8473891,1313.604223
22.19,5.19,1.86,151.8473891,1313.604223
22.19,5.19,1.86,151.8473891,1313.604223
22.19,5.14,1.82,155.0011729,1304.95659
22.19,5.14,1.86,151.8473891,1322.304696
22.25,5.14,1.86,151.8473891,1322.304696
22.19,5.14,1.82,151.8473891,1313.604223
22.19,5.09,1.82,151.8473891,1313.604223
22.25,5.09,1.82,151.8473891,1313.604223
22.25,4.8,1.82,155.0011729,1322.304696
22.25,4.95,1.82,155.0011729,1313.604223
22.25,5.0,1.82,155.0011729,1313.604223
22.25,5.0,1.82,155.0011729,1322.304696
22.25,5.0,1.82,151.8473891,1322.304696
22.25,5.04,1.86,151.8473891,1322.304696
22.25,5.04,1.86,155.0011729,1322.304696
22.25,4.95,1.82,158.1817367,1313.604223
22.25,5.0,1.82,151.8473891,1304.95659
22.25,5.0,1.82,151.8473891,1313.604223
22.25,5.0,1.78,151.8473891,1304.95659
22.25,4.95,1.78,151.8473891,1313.604223
22.25,4.95,1.78,155.0011729,1322.304696
22.31,4.95,1.82,155.0011729,1322.304696
22.31,4.95,1.78,158.1817367,1313.604223
22.25,4.95,1.78,151.8473891,1304.95659
22.31,4.66,1.78,155.0011729,1313.604223
22.31,4.71,1.78,151.8473891,1304.95659
22.25,4.9,1.78,151.8473891,1322.304696
22.25,4.28,1.78,151.8473891,1313.604223
22.31,4.47,1.78,151.8473891,1304.95659
22.31,4.71,1.86,155.0011729,1322.304696
22.25,4.23,1.86,155.0011729,1322.304696
22.31,4.04,1.94,151.8473891,1304.95659
22.25,3.99,1.99,151.8473891,1304.95659
22.25,3.89,1.99,151.8473891,1322.304696
22.25,4.18,2.07,151.8473891,1322.304696
22.25,4.37,2.11,151.8473891,1322.304696
22.25,4.42,2.16,151.8473891,1313.604223
22.25,4.47,2.2,151.8473891,1322.304696
22.25,4.52,2.24,151.8473891,1322.304696
22.25,4.61,2.24,151.8473891,1313.604223
22.25,4.66,2.2,151.8473891,1322.304696
22.25,4.66,2.28,148.7203853,1313.604223
22.25,4.66,2.24,148.7203853,1322.304696
22.25,4.76,2.2,148.7203853,1304.95659
22.25,4.66,2.2,148.7203853,1313.604223
22.25,4.66,2.24,151.8473891,1313.604223
22.25,4.76,2.2,151.8473891,1304.95659
22.25,4.76,2.2,151.8473891,1313.604223
22.19,4.76,2.16,151.8473891,1313.604223
22.25,4.66,2.16,151.8473891,1313.604223
22.25,4.71,2.2,148.7203853,1304.95659
22.25,4.66,2.16,155.0011729,1304.95659
22.25,4.71,2.2,151.8473891,1313.604223
22.25,4.71,2.16,151.8473891,1313.604223
22.25,4.76,2.07,155.0011729,1313.604223
22.25,4.76,2.11,158.1817367,1304.95659
22.25,4.76,2.07,151.8473891,1304.95659
22.25,4.76,2.07,151.8473891,1313.604223
22.25,4.71,2.11,155.0011729,1322.304696
22.25,4.8,2.03,151.8473891,1313.604223
22.25,4.71,2.03,155.0011729,1322.304696
22.25,4.71,2.07,155.0011729,1322.304696
